Sample Label,Zircon number,Stratigraphic position,Stratigraphic level,Method,Age,Error 2s
Z1,010811-01-021,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,187.0,8
Z1,010811-01-030,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,187.0,6
Z1,010811-01-045,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,188.0,6
Z1,010811-01-052,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,231.0,10
Z1,010811-01-032,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,233.0,8
Z1,010811-01-009,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,239.0,6
Z1,010811-01-006,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,243.0,32
Z1,010811-01-079,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,246.0,8
Z1,010811-01-068,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,258.0,8
Z1,010811-01-029,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,269.0,10
Z1,010811-01-099,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,273.0,8
Z1,010811-01-002,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,274.0,6
Z1,010811-01-024,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,274.0,10
Z1,010811-01-049,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,288.0,6
Z1,010811-01-050,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,288.0,12
Z1,010811-01-056,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,339.0,12
Z1,010811-01-060,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,409.0,16
Z1,010811-01-103,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,467.0,14
Z1,010811-01-026,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,562.0,34
Z1,010811-01-027,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,565.0,16
Z1,010811-01-070,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,580.0,12
Z1,010811-01-085,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,587.0,18
Z1,010811-01-005,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,984.0,56
Z1,010811-01-117,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,1095.0,90
Z1,010811-01-019,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,1137.0,138
Z1,010811-01-006,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,1183.0,164
Z1,010811-01-061,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,1204.0,36
Z1,010811-01-062,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,1216.0,30
Z1,010811-01-082,120.0,StL 1_Bed set below Cerro Gordo,Zr-U-Pb,1897.0,22
Z2,060811-04-DZ082,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,12.7,3.8
Z2,060811-04-DZ014,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.1,4.2
Z2,060811-04-DZ046,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.1,2.0
Z2,060811-04-DZ031,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.3,2.8
Z2,060811-04-DZ094,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.3,4.2
Z2,060811-04-DZ064,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.4,4.2
Z2,060811-04-DZ023,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.6,5.2
Z2,060811-04-DZ077,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.6,3.8
Z2,060811-04-DZ091,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.6,3.6
Z2,060811-04-DZ026,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.7,2.0
Z2,060811-04-DZ074,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.7,2.2
Z2,060811-04-DZ085,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.7,1.8
Z2,060811-04-DZ007,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.8,2.4
Z2,060811-04-DZ032,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.8,3.6
Z2,060811-04-DZ033,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.8,3.8
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.8,5.6
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.8,2.6
Z2,060811-04-DZ083,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.8,1.6
Z2,060811-04-DZ098,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.8,1.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.9,2.4
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,13.9,2.8
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,14.0,3.0
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,14.0,4.6
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,14.0,3.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,14.0,1.8
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,14.0,2.4
Z2,060811-04-DZ103,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,14.0,1.8
Z2,060811-04-DZ104,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,14.1,1.8
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,14.2,3.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,14.7,5.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,15.1,2.6
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,17.7,2.8
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,23.3,6.4
Z2,060811-04-DZ088,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,30.9,5.8
Z2,060811-04-DZ096,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,32.5,1.6
Z2,060811-04-DZ093,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,35.7,2.6
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,37.8,9.8
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,37.9,2.8
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,38.9,10.0
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,39.2,6.6
Z2,060811-04-DZ086,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,40.2,5.4
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,40.8,4.6
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,41.0,10.0
Z2,060811-04-DZ101,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,41.2,6.0
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,41.7,3.4
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,71.3,9.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,74.7,5.4
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,75.4,11.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,78.4,8.2
Z2,060811-04-DZ080,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,81.3,3.4
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,93.6,5.6
Z2,060811-04-DZ097,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,154.2,12.4
Z2,060811-04-DZ087,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,162.5,8.0
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,184.8,16.8
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,185.8,10.4
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,186.2,8.0
Z2,060811-04-DZ099,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,187.0,4.6
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,188.0,7.6
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,188.9,17.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,189.1,11.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,191.0,8.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,249.7,17.0
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,253.5,12.4
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,255.2,36.0
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,286.2,9.6
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,315.3,22.0
Z2,060811-04-DZ089,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,580.7,17.6
Z2,060811-04-DZ090,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,596.5,35.8
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,604.8,33.0
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,631.8,98.4
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,894.7,24.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,979.9,66.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,1045.0,77.0
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,1242.4,54.6
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,1254.9,25.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,1550.2,19.8
Z2,060811-04-DZ078,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,1760.3,13.0
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,1876.9,15.2
Z2,060811-04,303.0,StL 5_Bed set between Chunchullo and Tatacoa,Zr-U-Pb,3110.3,63.4
Z3,310711-03-008,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,12.2,8.8
Z3,310711-03-DZ073,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,12.2,7.4
Z3,310711-03-DZ084,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,12.5,4.6
Z3,310711-03-DZ032,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,12.7,6.2
Z3,310711-03-012,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,13,10
Z3,310711-03-DZ065,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,13.3,6.2
Z3,310711-03-013,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,13.4,4.6
Z3,310711-03-DZ082,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,13.4,4.6
Z3,310711-03-017,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,13.5,6.8
Z3,310711-03-DZ072,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,13.7,5.8
Z3,310711-03-DZ076,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,13.8,2.4
Z3,310711-03-DZ081,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,13.8,2.2
Z3,310711-03-005,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,14.1,1.4
Z3,310711-03-001,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,14.3,5.6
Z3,310711-03-025,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,14.3,4.8
Z3,310711-03-DZ034,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,15.1,4.4
Z3,310711-03-DZ068,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,15.5,1.2
Z3,310711-03-011,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,15.9,5.4
Z3,310711-03-DZ069,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,16.4,10.2
Z3,310711-03-DZ055,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,16.7,5.6
Z3,310711-03-DZ050,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,17,4.4
Z3,310711-03-021,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,18.6,6.8
Z3,310711-03-014,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,23.7,3.8
Z3,310711-03-028,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,34.9,2.2
Z3,310711-03-DZ070,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,35,4.6
Z3,310711-03-020,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,35.2,8.4
Z3,310711-03-DZ067,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,35.6,3.4
Z3,310711-03-DZ064,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,35.7,7.2
Z3,310711-03-DZ053,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,35.9,6.2
Z3,310711-03-DZ045,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,39.3,5.8
Z3,310711-03-DZ046,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,40.8,12.6
Z3,310711-03-022,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,41.6,6.4
Z3,310711-03-DZ049,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,41.6,9
Z3,310711-03-DZ035,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,43.2,4.6
Z3,310711-03-023,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,43.9,8.6
Z3,310711-03-010,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,44.4,2.6
Z3,310711-03-DZ062,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,47.8,9.8
Z3,310711-03-001,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,78.1,15.4
Z3,310711-03-DZ054,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,78.1,5
Z3,310711-03-DZ078,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,78.3,4.6
Z3,310711-03-DZ058,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,78.6,17.6
Z3,310711-03-DZ085,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,78.8,5.6
Z3,310711-03-026,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,81.9,11.2
Z3,310711-03-DZ063,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,82.5,5.8
Z3,310711-03-003,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,84,4
Z3,310711-03-027,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,84,7
Z3,310711-03-DZ040,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,86.3,2.6
Z3,310711-03-DZ066,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,86.5,6.6
Z3,310711-03-DZ052,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,95.4,7.4
Z3,310711-03-DZ075,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,166.7,5.4
Z3,310711-03-DZ077,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,185.6,6.4
Z3,310711-03-007,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,186.2,12.2
Z3,310711-03-DZ038,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,186.6,8.6
Z3,310711-03-DZ079,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,187.3,8.6
Z3,310711-03-DZ048,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,187.7,4
Z3,310711-03-DZ051,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,188.4,7
Z3,310711-03-DZ047,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,189.1,6.6
Z3,310711-03-006,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,190.8,11.6
Z3,310711-03-DZ044,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,234.1,4.4
Z3,310711-03-DZ074,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,277,11.2
Z3,310711-03-029,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,279.5,15.8
Z3,310711-03-DZ042,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,283.7,12
Z3,310711-03-DZ037,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,286.2,39.8
Z3,310711-03-DZ057,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,325.9,5.6
Z3,310711-03-DZ033,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,346.1,47.4
Z3,310711-03-DZ043,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,430.7,67
Z3,310711-03-009,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,474.8,16
Z3,310711-03-030,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,525.5,27.4
Z3,310711-03-DZ060,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,591,40.6
Z3,310711-03-DZ039,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,685.2,12.6
Z3,310711-03-016,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,776.5,59
Z3,310711-03-DZ059,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,964.9,141.8
Z3,310711-03-015,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,1022.3,26.2
Z3,310711-03-DZ071,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,1093.6,73.8
Z3,310711-03-DZ083,365.0,StL 6_Tatacoa Sandstone Beds,Zr-U-Pb,2628.6,17.2
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,13.0,2.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,13.0,6.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,13.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,13.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,13.0,2.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,13.0,8.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,14.0,2.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,14.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,14.0,2.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,14.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,14.0,8.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,15.0,6.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,16.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,18.0,6.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,34.0,6.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,35.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,36.0,6.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,37.0,6.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,37.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,38.0,10.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,38.0,10.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,39.0,2.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,39.0,6.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,41.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,42.0,2.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,43.0,2.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,43.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,48.0,8.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,69.0,2.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,79.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,89.0,6.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,113.0,20.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,132.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,144.0,14.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,159.0,6.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,186.0,10.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,187.0,6.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,187.0,14.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,188.0,2.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,188.0,10.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,191.0,4.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,268.0,24.0
Z4,310711-04,550.0,StL 8_Cerbatana Conglomerate Beds,Zr-U-Pb,273.0,20.0
